id;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;pessoas;mortos;feridos_leves;feridos_graves;feridos;ilesos;ignorados;veiculos;latitude;longitude;regional;delegacia;uop;;;
761769;13/02/2026;sexta-feira;08:00:00;PE;101;71,8;RECIFE;Acessar a via sem observar a presença dos outros veículos;Colisão traseira;Com Vítimas Fatais;Pleno dia;Decrescente;Nublado;Dupla;Reta;Sim;2;1;0;0;0;1;0;2;-8,08414;-34,94426;SPRF-PE;DEL01/PE;UOP01-DEL01-PE;;;
761770;30/03/2026;segunda-feira;12:30:00;MT;364;474;JANGADA;Demais falhas mecânicas ou elétricas;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Curva;Não;2;0;1;0;1;0;0;3;-15,38550667;-56,39568686;SPRF-MT;DEL01/MT;UOP02-DEL01-MT;;;
761778;30/03/2026;segunda-feira;06:30:00;RN;101;13;TOUROS;Condutor Dormindo;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;2;0;1;0;1;1;0;1;-5,26858;-35,47293;SPRF-RN;DEL02-RN;UOP01-DEL02-RN;;;
761780;14/02/2026;sábado;17:15:00;BA;235;348;JUAZEIRO;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;3;0;0;1;1;1;0;3;-9,448127;-40,48738;SPRF-PE;DEL06/PE;UOP01-DEL06-PE;;;
761781;30/03/2026;segunda-feira;14:30:00;SP;116;302;SAO LOURENCO DA SERRA;Ausência de reação do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;4;0;2;0;2;1;0;4;-23,81358593;-46,92309089;SPRF-SP;DEL04/SP;UOP01-DEL04-SP;;;
761785;30/03/2026;segunda-feira;08:40:00;MT;364;342,7;SANTO ANTONIO DO LEVERGER;Problema com o freio;Engavetamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Declive;Curva;Não;4;0;1;0;1;3;0;3;-15,81532198;-55,53836489;SPRF-MT;DEL05/MT;UOP02-DEL05-MT;;
761788;30/03/2026;segunda-feira;15:30:00;RJ;393;170;TRES RIOS;Ausência de reação do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Curva;Não;2;0;1;0;1;0;0;2;-22,12494796;-43,18279836;SPRF-RJ;DEL05/RJ;UOP03-DEL05-RJ;;;
761791;30/03/2026;segunda-feira;16:10:00;TO;153;135;ARAGUAINA;Reação tardia ou ineficiente do condutor;Atropelamento de Pedestre;Com Vítimas Fatais;Pleno dia;Decrescente;Nublado;Simples;Reta;Sim;3;1;0;0;0;1;0;3;-7,135601;-48,200529;SPRF-TO;DEL02-TO;UOP01-DEL02-TO;;;
761802;30/03/2026;segunda-feira;16:05:00;SC;280;151,9;MAFRA;Reação tardia ou ineficiente do condutor;Colisão lateral sentido oposto;Sem Vítimas;Pleno dia;Crescente;Chuva;Simples;Reta;Não;3;0;0;0;0;1;0;4;-26,22907;-49,70504;SPRF-SC;DEL06/SC;UOP03-DEL06-SC;;;
761805;30/03/2026;segunda-feira;17:00:00;PR;116;119;CURITIBA;Reação tardia ou ineficiente do condutor;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;Declive;Reta;Sim;4;0;0;1;1;2;0;5;-25,579747;-49,312958;SPRF-PR;DEL01/PR;UOP03-DEL01-PR;;
761806;30/03/2026;segunda-feira;17:30:00;PI;135;360;BOM JESUS;Ultrapassagem Indevida;Colisão frontal;Com Vítimas Fatais;Anoitecer;Decrescente;Nublado;Simples;Curva;Não;9;2;3;2;5;1;0;4;-9,136885;-44,38976;SPRF-PI;DEL03-PI;UOP02-DEL03-PI;;;
761807;30/03/2026;segunda-feira;16:40:00;PE;101;61;RECIFE;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Sem Vítimas;Anoitecer;Crescente;Nublado;Dupla;Reta;Sim;3;0;0;0;0;1;0;3;-7,99573;-34,93912;SPRF-PE;DEL01/PE;UOP02-DEL01-PE;;;
761809;30/03/2026;segunda-feira;09:40:00;BA;418;99;NOVA VICOSA;Conversão proibida;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;4;0;1;0;1;3;0;2;-17,903578;-39,931448;SPRF-BA;DEL09/BA;UOP02-DEL09-BA;;;
761811;30/03/2026;segunda-feira;15:00:00;MA;330;90;TASSO FRAGOSO;Estacionar ou parar em local proibido;Colisão lateral sentido oposto;Com Vítimas Feridas;Anoitecer;Decrescente;Garoa/Chuvisco;Simples;Curva;Declive;Não;7;0;1;1;2;4;0;16;-8,45829504;-45,9262692;SPRF-MA;DEL05-MA;UOP01-DEL05-MA;;
761816;30/03/2026;segunda-feira;16:50:00;PR;153;321;IMBITUVA;Reação tardia ou ineficiente do condutor;Capotamento;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;Curva;Não;2;0;0;1;1;1;0;2;-25,38076;-50,62238;SPRF-PR;DEL08/PR;UOP02-DEL08-PR;;;
761818;30/03/2026;segunda-feira;18:00:00;PR;116;119,2;CURITIBA;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Aclive;Não;3;0;0;1;1;2;0;3;-25,579074;-49,312802;SPRF-PR;DEL01/PR;UOP03-DEL01-PR;;
761821;30/03/2026;segunda-feira;15:20:00;PI;316;91,2;OLHO DAGUA DO PIAUI;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Fatais;Pleno dia;Crescente;Nublado;Simples;Declive;Reta;Não;3;1;0;0;0;0;0;3;-5,79136;-42,54824;SPRF-PI;DEL04-PI;UOP02-DEL04-PI;;
761827;30/03/2026;segunda-feira;19:00:00;PR;116;119;CURITIBA;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;3;0;0;0;0;2;0;3;-25,57878354;-49,31242816;SPRF-PR;DEL01/PR;UOP03-DEL01-PR;;;
761831;30/03/2026;segunda-feira;15:30:00;PR;376;301;MAUA DA SERRA;Demais falhas mecânicas ou elétricas;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Declive;Curva;Não;3;0;2;0;2;0;0;4;-23,9331779;-51,13654426;SPRF-PR;DEL07/PR;UOP02-DEL07-PR;;
761833;30/03/2026;segunda-feira;17:30:00;GO;50;179;CAMPO ALEGRE DE GOIAS;Avarias e/ou desgaste excessivo no pneu;Incêndio;Sem Vítimas;Anoitecer;Crescente;Céu Claro;Dupla;Reta;Declive;Ponte;Não;2;0;0;0;0;1;0;2;-17,409712;-47,78581;SPRF-GO;DEL06/GO;UOP01-DEL06-GO;
761836;30/03/2026;segunda-feira;16:30:00;TO;10;328;SANTA ROSA DO TOCANTINS;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Anoitecer;Decrescente;Céu Claro;Simples;Reta;Não;4;0;2;0;2;2;0;2;-11,43110443;-48,145511;SPRF-TO;DEL01-TO;UOP03-DEL01-TO;;;
761844;30/03/2026;segunda-feira;19:00:00;PR;376;220,1;JANDAIA DO SUL;Ingestão de álcool pelo condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Dupla;Declive;Reta;Não;3;0;1;0;1;1;0;4;-23,595233;-51,612672;SPRF-PR;DEL09/PR;UOP01-DEL09-PR;;
761845;30/03/2026;segunda-feira;15:25:00;RS;290;481,3;ROSARIO DO SUL;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;Interseção de Vias;Reta;Sim;3;0;1;0;1;2;0;3;-30,242218;-54,933791;SPRF-RS;DEL11/RS;UOP02-DEL11-RS;;
761850;30/03/2026;segunda-feira;19:30:00;MG;365;115;JEQUITAI;Ultrapassagem Indevida;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;2;0;1;0;1;1;0;2;-17,1953265;-44,6394782;SPRF-MG;DEL12/MG;UOP01-DEL12-MG;;;
761853;30/03/2026;segunda-feira;19:45:00;ES;101;124,4;SOORETAMA;Condutor deixou de manter distância do veículo da frente;Colisão lateral sentido oposto;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Simples;Reta;Não;3;0;1;0;1;2;0;2;-19,18100521;-40,09328431;SPRF-ES;DEL04-ES;UOP01-DEL04-ES;;;
761861;30/03/2026;segunda-feira;17:28:00;SC;282;600,7;CUNHA PORA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Curva;Não;2;0;0;1;1;1;0;2;-26,81032;-53,168125;SPRF-SC;DEL07/SC;UOP02-DEL07-SC;;;
761869;30/03/2026;segunda-feira;18:50:00;BA;242;918;LUIS EDUARDO MAGALHAES;Falta de acostamento;Colisão lateral sentido oposto;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Simples;Reta;Não;3;0;2;0;2;0;0;6;-12,10342;-45,887214;SPRF-BA;DEL10/BA;UOP01-DEL10-BA;;;
761870;30/03/2026;segunda-feira;18:37:00;MA;10;179,1;CAMPESTRE DO MARANHAO;Chuva;Colisão frontal;Com Vítimas Fatais;Plena Noite;Crescente;Chuva;Simples;Reta;Sim;4;1;0;0;0;1;0;4;-6,150925;-47,369267;SPRF-MA;DEL04-MA;UOP02-DEL04-MA;;;
761875;11/02/2026;quarta-feira;20:41:00;PA;163;524;ITAITUBA;Ausência de reação do condutor;Tombamento;Com Vítimas Feridas;Plena Noite;Decrescente;Ignorado;Simples;Curva;Não;2;0;1;0;1;0;0;2;-4,80994422;-56,12239257;SPRF-PA;DEL05/PA;UOP03-DEL05-PA;;;
761876;30/03/2026;segunda-feira;22:05:00;CE;116;93;MORADA NOVA;Velocidade Incompatível;Colisão transversal;Com Vítimas Fatais;Plena Noite;Decrescente;Céu Claro;Simples;Curva;Não;2;1;0;0;0;1;0;2;-4,50384167;-38,36005781;SPRF-CE;DEL01/CE;UOP04-DEL01-CE;;;
761877;31/03/2026;terça-feira;01:00:00;SE;101;197;CRISTINAPOLIS;Ultrapassagem Indevida;Colisão frontal;Com Vítimas Fatais;Plena Noite;Crescente;Céu Claro;Simples;Curva;Sim;2;1;0;0;0;0;0;2;-11,470909;-37,747636;SPRF-SE;DEL02-SE;UOP03-DEL02-SE;;;
761878;31/03/2026;terça-feira;00:05:00;SP;116;513;CAJATI;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Garoa/Chuvisco;Simples;Aclive;Reta;Não;3;0;1;0;1;1;0;3;-24,85622;-48,21631;SPRF-SP;DEL05/SP;UOP02-DEL05-SP;;
761879;31/03/2026;terça-feira;02:25:00;SP;116;477,9;JACUPIRANGA;Estacionar ou parar em local proibido;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Dupla;Reta;Não;3;0;1;1;2;0;0;4;-24,70723399;-48,0150554;SPRF-SP;DEL05/SP;UOP01-DEL05-SP;;;
761880;31/03/2026;terça-feira;02:50:00;ES;101;424,1;ATILIO VIVACQUA;Condutor Dormindo;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Ponte;Reta;Não;2;0;1;0;1;0;0;2;-20,99701611;-41,12753391;SPRF-ES;DEL03-ES;UOP02-DEL03-ES;;
761884;31/03/2026;terça-feira;04:13:00;PE;101;103,6;CABO DE SANTO AGOSTINHO;Carga excessiva e/ou mal acondicionada;Tombamento;Sem Vítimas;Plena Noite;Decrescente;Garoa/Chuvisco;Dupla;Reta;Aclive;Sim;1;0;0;0;0;0;1;1;-8,29698;-35,06148;SPRF-PE;DEL01/PE;UOP03-DEL01-PE;;
761887;31/03/2026;terça-feira;05:10:00;SC;280;74,1;JARAGUA DO SUL;Pedestre andava na pista;Atropelamento de Pedestre;Com Vítimas Fatais;Amanhecer;Decrescente;Garoa/Chuvisco;Simples;Curva;Sim;2;1;0;0;0;0;0;2;-26,459;-49,171;SPRF-SC;DEL03/SC;UOP03-DEL03-SC;;;
761888;30/03/2026;segunda-feira;20:00:00;PA;163;596;TRAIRAO;Transitar na contramão;Colisão frontal;Com Vítimas Fatais;Plena Noite;Decrescente;Garoa/Chuvisco;Simples;Declive;Reta;Não;3;1;0;0;0;1;0;5;-4,862112;-56,168515;SPRF-PA;DEL05/PA;UOP03-DEL05-PA;;
761899;31/03/2026;terça-feira;07:30:00;PE;101;73,5;RECIFE;Trafegar com motocicleta (ou similar) entre as faixas;Queda de ocupante de veículo;Com Vítimas Fatais;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;4;1;1;0;1;1;0;4;-8,099145;-34,950215;SPRF-PE;DEL01/PE;UOP01-DEL01-PE;;;
761900;31/03/2026;terça-feira;06:50:00;SP;116;221,5;GUARULHOS;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Com Vítimas Fatais;Pleno dia;Decrescente;Chuva;Dupla;Reta;Sim;3;1;0;0;0;0;0;3;-23,46974018;-46,51226926;SPRF-SP;DEL01/SP;UOP01-DEL01-SP;;;
761912;31/03/2026;terça-feira;06:30:00;MG;381;413;CAETE;Avarias e/ou desgaste excessivo no pneu;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Curva;Não;2;0;0;1;1;0;0;2;-19,74763991;-43,62413406;SPRF-MG;DEL01/MG;UOP01-DEL01-MG;;;
761915;31/03/2026;terça-feira;08:04:00;BA;324;517;FEIRA DE SANTANA;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Com Vítimas Fatais;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Sim;3;1;0;0;0;0;0;4;-12,25544303;-38,93231599;SPRF-BA;DEL02/BA;UOP01-DEL02-BA;;;
761919;31/03/2026;terça-feira;08:35:00;ES;101;393;RIO NOVO DO SUL;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;4;0;1;1;2;1;0;4;-20,86578;-40,91234;SPRF-ES;DEL03-ES;UOP02-DEL03-ES;;;
761920;31/03/2026;terça-feira;09:00:00;PR;116;51;CAMPINA GRANDE DO SUL;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Garoa/Chuvisco;Dupla;Curva;Não;3;0;1;0;1;1;0;3;-25,29002539;-48,93413544;SPRF-PR;DEL01/PR;UOP02-DEL01-PR;;;
761921;31/03/2026;terça-feira;06:30:00;PA;163;622;TRAIRAO;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Amanhecer;Crescente;Nublado;Simples;Curva;Não;2;0;0;1;1;0;0;4;-4,7192;-56,0144;SPRF-PA;DEL05/PA;UOP03-DEL05-PA;;;
761923;31/03/2026;terça-feira;08:30:00;MG;40;706,2;BARBACENA;Ultrapassagem Indevida;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Rotatória;Sim;2;0;1;0;1;1;0;2;-21,219485;-43,7410483;SPRF-MG;DEL05/MG;UOP02-DEL05-MG;;;
761930;31/03/2026;terça-feira;08:40:00;BA;101;65;ENTRE RIOS;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Desvio Temporário;Não;3;0;1;0;1;1;0;3;-11,96860757;-38,10366796;SPRF-BA;DEL01/BA;UOP04-DEL01-BA;;
761933;31/03/2026;terça-feira;09:40:00;PR;116;59;CAMPINA GRANDE DO SUL;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Sem Vítimas;Pleno dia;Decrescente;Garoa/Chuvisco;Dupla;Reta;Não;2;0;0;0;0;1;0;2;-25,30335724;-48,94378885;SPRF-PR;DEL01/PR;UOP02-DEL01-PR;;;
761937;31/03/2026;terça-feira;08:00:00;BA;324;556;AMELIA RODRIGUES;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Declive;Reta;Não;3;0;2;0;2;0;0;3;-12,45551842;-38,70414734;SPRF-BA;DEL11/BA;UOP02-DEL11-BA;;
761940;31/03/2026;terça-feira;10:44:00;SP;116;364;MIRACATU;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Curva;Não;2;0;1;0;1;0;0;2;-24,14353556;-47,28512192;SPRF-SP;DEL04/SP;UOP02-DEL04-SP;;;
761941;31/03/2026;terça-feira;03:20:00;PR;277;168,2;PALMEIRA;Ausência de reação do condutor;Colisão traseira;Sem Vítimas;Plena Noite;Crescente;Nublado;Simples;Aclive;Curva;Em Obras;Não;3;0;0;0;0;2;0;3;-25,463901;-49,9281346;SPRF-PR;DEL01/PR;UOP07-DEL01-PR;
761945;31/03/2026;terça-feira;08:45:00;PR;376;41,6;NOVA LONDRINA;Suicídio (presumido);Colisão frontal;Com Vítimas Fatais;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;3;1;0;0;0;1;0;4;-22,83388066;-52,99209237;SPRF-PR;DEL09/PR;UOP02-DEL09-PR;;;
761952;03/02/2026;terça-feira;12:30:00;SC;116;249,7;LAGES;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Declive;Curva;Não;2;0;1;0;1;0;0;2;-27,83180695;-50,38140647;SPRF-SC;DEL05/SC;UOP02-DEL05-SC;;
761953;31/03/2026;terça-feira;08:10:00;SC;101;424;ARARANGUA;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Declive;Sim;9;0;4;1;5;3;0;4;-29,018823;-49,587747;SPRF-SC;DEL02/SC;UOP02-DEL02-SC;;;
761954;09/02/2026;segunda-feira;15:40:00;PR;277;637;CEU AZUL;Demais falhas mecânicas ou elétricas;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Declive;Sim;1;0;1;0;1;0;0;1;-25,143;-53,8341;SPRF-PR;DEL05/PR;UOP02-DEL05-PR;;
761956;31/03/2026;terça-feira;09:50:00;BA;242;825;BARREIRAS;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;Interseção de Vias;Curva;Não;2;0;1;0;1;0;0;2;-12,11812188;-45,04449159;SPRF-BA;DEL10/BA;UOP01-DEL10-BA;;
761961;31/03/2026;terça-feira;13:00:00;SP;381;55;MAIRIPORA;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Sol;Dupla;Declive;Não;2;0;1;0;1;1;0;2;-23,25698913;-46,59166772;SPRF-SP;DEL03/SP;UOP01-DEL03-SP;;;
761962;31/03/2026;terça-feira;13:00:00;MG;381;6;BETIM;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Curva;Não;2;0;1;0;1;0;0;2;-19,987517;-44,199463;SPRF-MG;DEL01/MG;UOP03-DEL01-MG;;;
761965;31/03/2026;terça-feira;12:34:00;MG;381;424,3;SABARA;Velocidade Incompatível;Colisão frontal;Com Vítimas Fatais;Pleno dia;Crescente;Chuva;Simples;Curva;Não;3;1;0;0;0;1;0;3;-19,788555;-43,697867;SPRF-MG;DEL01/MG;UOP01-DEL01-MG;;;
761966;31/03/2026;terça-feira;14:12:00;RS;116;241;NOVO HAMBURGO;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Desvio Temporário;Não;3;0;1;0;1;1;0;3;-29,7089444;-51,14694564;SPRF-RS;DEL01/RS;UOP02-DEL01-RS;;;
761969;31/03/2026;terça-feira;14:15:00;MG;381;925;ITAPEVA;Ausência de reação do condutor;Engavetamento;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Declive;Curva;Sim;7;0;1;0;1;5;0;5;-22,76852145;-46,20991142;SPRF-MG;DEL16/MG;UOP03-DEL16-MG;;
761972;23/03/2026;segunda-feira;16:50:00;PR;277;596,4;CASCAVEL;Ausência de reação do condutor;Tombamento;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Simples;Declive;Interseção de Vias;Sim;2;0;0;0;0;1;0;2;-24,97970761;-53,49385975;SPRF-PR;DEL04/PR;UOP01-DEL04-PR;;
761974;10/01/2026;sábado;08:29:00;PI;343;166;BRASILEIRA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Sim;2;0;0;1;1;0;0;2;-4,12660046;-41,78375244;SPRF-PI;DEL02-PI;UOP01-DEL02-PI;;;
761981;31/03/2026;terça-feira;15:45:00;SP;116;125;CACAPAVA;Mal súbito do condutor;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;2;0;1;0;1;0;0;2;-23,10696308;-45,69772303;SPRF-SP;DEL02/SP;UOP02-DEL02-SP;;;
761982;31/03/2026;terça-feira;14:50:00;MT;364;336;SANTO ANTONIO DO LEVERGER;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Dupla;Reta;Não;4;0;0;1;1;2;0;3;-15,83598078;-55,48130035;SPRF-MT;DEL05/MT;UOP02-DEL05-MT;;;
761986;31/03/2026;terça-feira;15:40:00;PR;153;350,1;REBOUCAS;Ultrapassagem Indevida;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Garoa/Chuvisco;Simples;Ponte;Reta;Não;5;0;2;0;2;2;0;4;-25,63162158;-50,72662354;SPRF-PR;DEL08/PR;UOP02-DEL08-PR;;
761996;31/03/2026;terça-feira;14:00:00;AC;364;123;RIO BRANCO;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Dupla;Reta;Sim;3;0;1;0;1;2;0;2;-10,011676;-67,784595;SPRF-AC;DEL01-AC;UOP01-DEL01-AC;;;
761999;22/02/2026;domingo;21:21:00;SC;101;93;BARRA VELHA;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Dupla;Reta;Não;4;0;2;0;2;1;0;3;-26,701931;-48,699475;SPRF-SC;DEL03/SC;UOP02-DEL03-SC;;;
762000;31/03/2026;terça-feira;17:20:00;MG;381;484;BETIM;Ausência de reação do condutor;Engavetamento;Com Vítimas Feridas;Anoitecer;Decrescente;Nublado;Dupla;Aclive;Reta;Não;4;0;1;0;1;1;0;4;-19,95955851;-44,08846585;SPRF-MG;DEL01/MG;UOP03-DEL01-MG;;
762017;31/03/2026;terça-feira;17:00:00;PR;376;424;TIBAGI;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Anoitecer;Decrescente;Céu Claro;Dupla;Aclive;Não;2;0;0;0;0;1;0;2;-24,736483;-50,537187;SPRF-PR;DEL03/PR;UOP02-DEL03-PR;;;
762030;31/03/2026;terça-feira;19:15:00;SC;282;63;RANCHO QUEIMADO;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Simples;Curva;Não;3;0;0;0;0;3;0;2;-27,696732;-49,047618;SPRF-SC;DEL01/SC;UOP03-DEL01-SC;;;
762035;31/03/2026;terça-feira;18:30:00;SC;101;101,4;BALNEARIO PICARRAS;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Sem Vítimas;Plena Noite;Decrescente;Céu Claro;Múltipla;Declive;Não;3;0;0;0;0;2;0;4;-26,76944016;-48,68605105;SPRF-SC;DEL03/SC;UOP02-DEL03-SC;;;
762039;31/03/2026;terça-feira;19:30:00;RS;386;412,1;MONTENEGRO;Transitar na contramão;Saída de leito carroçável;Com Vítimas Fatais;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Não;4;2;0;0;0;1;0;3;-29,81162;-51,49606;SPRF-RS;DEL04/RS;UOP02-DEL04-RS;;;
762041;31/03/2026;terça-feira;19:20:00;MG;40;526,5;CONTAGEM;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Chuva;Múltipla;Declive;Reta;Sim;6;0;2;0;2;2;0;4;-19,8960427;-44,0493278;SPRF-MG;DEL01/MG;UOP02-DEL01-MG;;
762043;31/03/2026;terça-feira;19:40:00;MG;381;516;IGARAPE;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Chuva;Dupla;Curva;Não;2;0;1;0;1;0;0;2;-20,1033524;-44,3187887;SPRF-MG;DEL01/MG;UOP03-DEL01-MG;;;
762047;31/03/2026;terça-feira;19:40:00;PA;316;58;CASTANHAL;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Sem Vítimas;Plena Noite;Decrescente;Garoa/Chuvisco;Dupla;Declive;Reta;Sim;1;0;0;0;0;1;0;1;-1,29914;-47,96388;SPRF-PA;DEL01/PA;UOP01-DEL01-PA;;
762054;31/03/2026;terça-feira;15:20:00;SC;280;195,7;MAFRA;Ausência de reação do condutor;Colisão frontal;Com Vítimas Fatais;Pleno dia;Decrescente;Garoa/Chuvisco;Simples;Curva;Não;3;1;0;0;0;1;0;4;-26,175097;-50,031181;SPRF-SC;DEL06/SC;UOP01-DEL06-SC;;;
762056;31/03/2026;terça-feira;18:00:00;MT;163;587;NOVA MUTUM;Velocidade Incompatível;Colisão com objeto;Sem Vítimas;Anoitecer;Decrescente;Céu Claro;Múltipla;Reta;Não;2;0;0;0;0;1;0;4;-13,919931;-56,093442;SPRF-MT;DEL01/MT;UOP01-DEL01-MT;;;
762062;31/03/2026;terça-feira;17:15:00;RJ;393;165;TRES RIOS;Velocidade Incompatível;Colisão frontal;Com Vítimas Fatais;Plena Noite;Decrescente;Chuva;Simples;Curva;Não;3;1;0;0;0;1;0;3;-22,126316;-43,14261746;SPRF-RJ;DEL05/RJ;UOP01-DEL05-RJ;;;
762064;31/03/2026;terça-feira;18:30:00;PR;277;322;GUARAPUAVA;Ausência de reação do condutor;Saída de leito carroçável;Sem Vítimas;Anoitecer;Decrescente;Céu Claro;Simples;Reta;Não;2;0;0;0;0;0;1;2;-25,35974;-51,24034;SPRF-PR;DEL08/PR;UOP01-DEL08-PR;;;
762065;31/03/2026;terça-feira;23:20:00;SC;101;131,4;CAMBORIU;Ingestão de álcool pelo condutor;Colisão frontal;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;Reta;Sim;2;0;0;1;1;1;0;2;-26,9935495;-48,6607722;SPRF-SC;DEL04/SC;UOP03-DEL04-SC;;;
762072;01/04/2026;quarta-feira;01:10:00;MT;70;284;PRIMAVERA DO LESTE;Ingestão de álcool pelo condutor;Colisão frontal;Sem Vítimas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Sim;2;0;0;0;0;2;0;2;-15,574572;-54,336007;SPRF-MT;DEL05/MT;UOP01-DEL05-MT;;;
